Category,ID,Latitude,Longitude,Date,Orbit Number,Scene ID,Build ID,Average Solar Zenith,Geolocation Accuracy QA,Orbit Correction Performed,ECO_L2_LSTE_002_LST,ECO_L2_LSTE_002_QC,ECO_L2_LSTE_002_cloud_mask,ECO_L2_LSTE_002_QC_bitmask,ECO_L2_LSTE_002_QC_Mandatory_QA_flags,ECO_L2_LSTE_002_QC_Mandatory_QA_flags_Description,ECO_L2_LSTE_002_QC_Data_quality_flag,ECO_L2_LSTE_002_QC_Data_quality_flag_Description,ECO_L2_LSTE_002_QC_Cloud/Ocean_Flag,ECO_L2_LSTE_002_QC_Cloud/Ocean_Flag_Description,ECO_L2_LSTE_002_QC_Iterations,ECO_L2_LSTE_002_QC_Iterations_Description,ECO_L2_LSTE_002_QC_Atmospheric_Opacity,ECO_L2_LSTE_002_QC_Atmospheric_Opacity_Description,ECO_L2_LSTE_002_QC_MMD,ECO_L2_LSTE_002_QC_MMD_Description,ECO_L2_LSTE_002_QC_Emissivity_accuracy,ECO_L2_LSTE_002_QC_Emissivity_accuracy_Description,ECO_L2_LSTE_002_QC_LST_accuracy,ECO_L2_LSTE_002_QC_LST_accuracy_Description,ECO_L2_LSTE_002_cloud_mask_bitmask,ECO_L2_LSTE_002_cloud_mask_Cloud_Mask,ECO_L2_LSTE_002_cloud_mask_Cloud_Mask_Description
WestLA,5,34.0375,-118.4278,2024-08-08 16:40:14 UTC,34534,002,0712,48.71682036985884,Best,True,304.14,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-08-10 23:12:06 UTC,34569,012,0712,47.88075697390381,Best,True,310.18,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-08-12 15:04:08 UTC,34595,004,0712,67.94656740712644,Best,True,296.32,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-08-14 21:35:12 UTC,34630,012,0712,31.245524391433975,Best,True,314.42,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-08-16 13:26:49 UTC,34656,004,0712,88.30042712896898,Best,True,291.76,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-08-31 07:48:11 UTC,34885,005,0712,135.65735090642858,Suspect,True,290.22,18880.0,0.0,0b0100100111000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b01,0.2 - 0.3 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-01 07:00:36 UTC,34900,004,0713,nan,Best,True,292.3,18880.0,0.0,0b0100100111000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b01,0.2 - 0.3 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-02 14:21:39 UTC,34920,013,0713,79.353437344941,Best,True,292.32,18880.0,0.0,0b0100100111000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b01,0.2 - 0.3 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-04 06:14:21 UTC,34946,004,0713,nan,Best,True,292.12,18880.0,0.0,0b0100100111000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b01,0.2 - 0.3 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-05 05:26:21 UTC,34961,004,0713,nan,Best,True,295.84,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-06 12:48:02 UTC,34981,012,0713,nan,Best,True,284.08,16832.0,0.0,0b0100000111000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b01,0.2 - 0.3 (Nominal value),0b00,>0.15 (Most silicate rocks),0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-08 04:41:23 UTC,35007,005,0713,nan,Best,True,0.0,15.0,0.0,0b0000000000001111,0b11,Pixel not produced (see bits 3&2 for additional information),0b11,Missing/bad L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b00,Slow convergence,0b00,">=3 (Warm, humid air; or cold land)",0b00,>0.15 (Most silicate rocks),0b00,>0.02 (Poor performance),0b00,>2 K (Poor performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-09 03:54:14 UTC,35022,003,0713,nan,Best,True,302.08,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-10 11:15:49 UTC,35042,014,0713,nan,Best,True,292.52,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-13 02:21:37 UTC,35083,005,0713,nan,Best,True,294.74,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-17 00:48:02 UTC,35144,005,0713,76.97447010900812,Best,True,295.34,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-18 08:09:34 UTC,35164,012,0713,144.52923864191095,Best,True,290.44,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-20 23:13:58 UTC,35205,007,0713,59.38625094272906,Best,True,303.82,19136.0,0.0,0b0100101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b01,1.5 - 2 K (Marginal performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-23 22:26:50 UTC,35251,003,0713,50.17742802748806,Best,True,304.7,35525.0,0.0,0b1000101011000101,0b01,Pixel produced by TES but certain conditions are met that may degrade the LSTE accuracy 00 Pixel produced by TES  (Use cloud_mask layer to filter cloudy pixels and select best quality),0b01,Missing stripe pixel in bands 1 and 5,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-24 21:38:46 UTC,35266,004,0713,42.69593860949091,Best,True,306.3,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
WestLA,5,34.0375,-118.4278,2024-09-27 20:51:49 UTC,35312,005,0713,41.153325909263444,Best,True,306.6,35520.0,0.0,0b1000101011000000,0b00,Pixel produced by TES (Use cloud_mask layer to filter cloudy pixels and select best quality),0b00,Good quality L1B data,0b00,Not set. Please check ECOSTRESS GEO and CLOUD products for this information.,0b11,Fast,0b10,0.1 - 0.2 (Nominal value),0b10,"0.03 - 0.1 (Mostly soils, mixed pixel)",0b00,>0.02 (Poor performance),0b10,1 - 1.5 K (Good performance),0b0000000000000000,0b0,Clear
